id,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,nb_prod_act,net_margin,pow_max,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_year_price_mid_peak_fix,var_year_price_off_peak,var_year_price_peak,var_year_price_mid_peak,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,var_6m_price_peak_fix,var_6m_price_mid_peak_fix,var_6m_price_off_peak,var_6m_price_peak,var_6m_price_mid_peak,churn,offpeak_diff_dec_jan_energy,offpeak_diff_dec_jan_power,off_peak_peak_var_mean_diff,peak_mid_peak_var_mean_diff,off_peak_mid_peak_var_mean_diff,off_peak_peak_fix_mean_diff,peak_mid_peak_fix_mean_diff,off_peak_mid_peak_fix_mean_diff,off_peak_peak_var_max_monthly_diff,peak_mid_peak_var_max_monthly_diff,off_peak_mid_peak_var_max_monthly_diff,off_peak_peak_fix_max_monthly_diff,peak_mid_peak_fix_max_monthly_diff,off_peak_mid_peak_fix_max_monthly_diff,tenure,months_end,months_modif_prod,months_renewal,channel_MISSING,channel_ewpakwlliwisiwduibdlfmalxowmwpci,channel_foosdfpfkusacimwkcsosbicdxkicaua,channel_lmkebamcaaclubfxadlmueccxoimlema,channel_usilxuppasemubllopkaafesmlibmsdf,origin_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_ldkssxwpmemidmecebumciepifcamkci,origin_lxidpiddsbxsbosboudacockeimpuepw
cdf0534552687f3f4a7529658e571571,4.01628102454283,4.500853711461258,2.9258275746247424,3.0014957372967603,2.9258275746247424,0.0,2.125513795904115,0.047367169496106,0.0414412444627091,1.6226183463211574,1,82.86,19.24,2,129.36,16.5,1.1879157151515363e-05,2.8172031742424333e-06,4.668084204545435e-06,0.0503717073787973,0.0380114038674479,0.0324826696715173,0.0503835865359488,0.0503745245819716,0.0324873377557219,1.1512777952381184e-05,4.65898080952382e-06,6.56141857142855e-06,0.0703599130055306,0.0530956555792455,0.0453733466375316,0.070371425783483,0.053100314560055,0.045379908056103,0,-0.005282,0.4962492000000083,0.0200524166666666,0.0301646666666666,0.0502170833333333,16.242682359999996,8.121338780000002,24.36402114,0.022138,0.031942,0.05408,16.291554960000003,8.14577508,24.437330040000003,5,-9,14,2,True,False,False,False,False,True,False,False
85dd44cbe74cfb9d2e31d561826974f9,2.8825245379548803,4.413836012930866,0.0,0.0,0.0,0.0,2.1216911303075765,0.047571177130987,0.0411632381089315,1.6191632818997663,1,0.0,21.66,3,0.0,16.0,2.704043878787894e-05,7.3661848106061025e-06,5.466880606060574e-07,0.0070374281488908,0.0025335452243934,0.001126059598979,0.0070644685876787,0.0070447943337014,0.0011266062870396,2.033384628571426e-05,4.5083746190476365e-06,5.971874761904676e-07,0.0063191237485709,0.0022751079771428,0.0010112832342857,0.0063394575948566,0.0022796163517619,0.0010118804217619,0,-0.010689,0.1629156000000051,0.0205405833333333,0.0294074166666666,0.049948,16.25354236,8.126768779999999,24.38031114,0.022581,0.03186,0.054441,16.29155496,8.14577508,24.43733004,5,-6,6,5,False,False,False,False,True,True,False,False
461879e2399ed1dc535d4172da3e6623,4.376120525609451,0.0,0.0,3.3220786432711704,0.0,0.0,2.1562461903973444,0.047367169496106,0.0414412444627091,1.6191632818997663,0,0.0,10.4,1,284.7,31.05,1.988616553787882e-05,4.188145537878784e-06,8.223087878787713e-08,0.0040213494318,0.0014477568865025,0.0006434870077789,0.0040412355973379,0.0040255375773379,0.0006435692386577,1.7995933238095285e-05,3.788588238095237e-06,1.346546666666685e-07,0.0063191237485712,0.0022751079771428,0.0010112832342857,0.0063371196818093,0.0022788965653809,0.0010114178889524,0,-0.009328,0.1629156000000051,0.0201931666666666,0.0301847499999999,0.0503779166666666,16.237252359999996,8.118623780000004,24.35587614,0.022138,0.031941,0.054079,16.29155496,8.14577508,24.43733004,7,-9,73,2,False,False,True,False,False,True,False,False
a08394d0ec7b980b3ad02658c1ef51a4,4.207553585949307,0.0,0.0,3.377785095415012,0.0,0.0,0.8948696567452525,0.0586655037134034,0.0,1.6562072696681427,0,0.0,6.42,1,194.52,13.8,4.77410336363635e-06,0.0,0.0,0.0026337977708941,0.0,0.0,0.0026385718742577,0.0026337977708941,0.0,4.424893904761852e-06,0.0,0.0,0.0045151040571427,0.0,0.0,0.0045195289510474,0.0,0.0,0,-0.0030379999999999,0.1777787999999986,0.1478145,0.0,0.1478145,44.28174536,0.0,44.28174536,0.149555,0.0,0.149555,44.44470996,0.0,44.44470996,7,-10,71,1,True,False,False,False,False,True,False,False
2823a32e730587273003a9875fa5fb93,3.5369370227046737,4.1929296788902,3.042181594515766,2.7158947564403584,3.042181594515766,0.0,1.3018977171952082,0.0590750827851925,0.0,1.6562072696681427,1,162.51,24.42,2,51.31,13.2,8.110497901515131e-06,0.0,0.0,0.0,0.0,0.0,8.110497901515131e-06,0.0,0.0,4.740343809523749e-06,0.0,0.0,0.0,0.0,0.0,4.740343809523749e-06,0.0,0.0,0,-0.0038169999999999,0.0,0.1507080833333333,0.0,0.1507080833333333,44.44470995999999,0.0,44.44470995999999,0.153739,0.0,0.153739,44.44470996,0.0,44.44470996,3,-3,19,7,False,False,True,False,False,True,False,False
628ae08478e08680c076c5d9e34cc716,4.910960399605307,0.0,3.826593053934048,2.615571324793862,2.450249108319361,0.0,1.9813201732591077,0.0473426354058715,0.0409332745429289,1.6191632818997663,0,27.72,31.66,1,41.74,15.5,1.6800727537878678e-05,3.3982987499998823e-06,2.1826788787878687e-06,0.0064343012662695,0.0023163484558568,0.001029488202603,0.0064511019938074,0.0064376995650195,0.0010316708814818,1.585760023809524e-05,4.138228809523634e-06,6.942857142855293e-10,0.0,0.0,0.0,1.585760023809524e-05,4.138228809523634e-06,6.942857142855293e-10,0,-0.007801,0.1629156000000051,0.0203143333333333,0.0289650833333333,0.0492794166666666,16.26983288,8.134914039999998,24.40474692,0.022581,0.031859,0.05444,16.29155496,8.14577508,24.43733004,5,-3,0,8,False,False,False,True,False,False,False,True
95754d63a8d3e15c3277e2a364101b93,3.263636068588108,0.0,0.0,2.445650899094502,0.0,0.0,1.2935835134961169,0.0594475400969478,0.0,1.6562072696681427,0,0.0,23.76,1,27.38,10.392,7.123367727272696e-06,0.0006089452740833,0.0,0.0076619171872032,0.0,0.0,0.0076690405549304,0.0082708624612865,0.0,4.740343809523749e-06,0.0,0.0,0.0,0.0,0.0,4.740343809523749e-06,0.0,0.0,0,-0.0045469999999999,0.1777787999999986,0.1435019166666666,0.0071235833333333,0.1506255,44.38545026,0.0,44.38545026,0.153133,0.085483,0.153133,44.44470996,0.0,44.44470996,6,-2,67,8,True,False,False,False,False,True,False,False
a121444de0f61ad0d4bf13dc7d545773,4.1193548812964265,0.0,0.0,3.289162921029737,0.0,0.0,1.2329961103921538,0.0583481937343851,0.0,1.6562072696681427,0,0.0,29.76,1,170.93,13.2,5.060388787878875e-06,0.0,0.0,3.490909143860595e-13,0.0,0.0,5.0603891369697895e-06,3.490909143860595e-13,0.0,4.740343809523749e-06,0.0,0.0,0.0,0.0,0.0,4.740343809523749e-06,0.0,0.0,0,-0.004111,-1.1999999998124622e-06,0.1476373333333333,0.0,0.1476373333333333,44.26693036,0.0,44.26693036,0.149555,0.0,0.149555,44.26693116,0.0,44.26693116,3,-1,34,10,False,False,True,False,False,False,False,True
fcad60e0ba3bded2f4cb431cc3387cd7,3.90444504107691,0.0,3.0402066275747117,3.076323617152699,3.0402066275747117,0.0,0.0,0.0590750827851925,0.0,1.6562072696681427,0,161.77,24.4,1,121.9,15.0,1.5714771515151452e-06,0.0,0.0,0.0086197053209449,0.0,0.0,0.0086212767980964,0.0086197053209449,0.0,2.798297952380947e-06,0.0,0.0,0.0045151040571428,0.0,0.0,0.0045179023550952,0.0,0.0,0,-0.001225,0.1777787999999986,0.1485843333333333,0.0,0.1485843333333333,44.35582016,0.0,44.35582016,0.152062,0.0,0.152062,44.44470996,0.0,44.44470996,4,-5,42,6,False,False,True,False,False,False,False,True
588681c8ab2976944b7e4acb2d58ea66,4.345393337090859,0.0,3.044539760392411,3.3599397763509544,3.044539760392411,0.0,2.168762575622357,0.0466656490068807,0.0400272510643386,1.6191632818997663,0,108.55,32.83,1,268.39,24.249,1.907452135606036e-05,5.815816696969708e-06,1.0219718181818035e-06,0.0054289416934153,0.0019544190096292,0.0008686306709463,0.0054480162147714,0.0054347575101123,0.0008696526427645,1.5857600238094912e-05,4.1382288095238325e-06,6.942857142834621e-10,0.0,0.0,0.0,1.5857600238094912e-05,4.1382288095238325e-06,6.942857142834621e-10,0,-0.0096739999999999,0.1629156000000051,0.0205362499999999,0.0307728333333333,0.0513090833333333,16.275263399999993,8.1376293,24.412892699999997,0.0222249999999998,0.0337429999999999,0.055866,16.29155496,8.14577508,24.43733004,6,-2,9,9,False,False,True,False,False,False,False,True
